id,language,context,target,max_width
822,French,"On peut fabriquer des vaccins plus sûrs et plus efficaces. Dans les entreprises et les universités, des équipes travaillent ensemble. Elles veulent mettre sur",le marché des traitements fiables et abordables.,464
823,English,"We can make vaccines safer and more effective. In companies and universities, teams work together. They want to bring reliable",and affordable treatments to market.,358
824,French,"Cependant, il existe des questions importantes. L’éthique, l’accès pour tous et le coût des traitements sont des sujets de débat. Les autorités veulent que les progrès bénéficient à tout","le monde, pas seulement à quelques pays riches.",473
825,English,"However, there are important questions. Ethics, access for all, and the cost of treatments are topics of debate. Authorities want these advances to benefit","everyone, not only a few rich countries.",391
826,French,"En 2013, ces recherches montrent que la science peut changer la vie des patients. Elles demandent du temps, de la patience et l’argent pour financer les recherches. Pour le grand public, cela peut sembler technique, mais l’objectif","est simple: soigner, prévenir et améliorer le bien‑être des personnes.",674
827,English,"In 2013, these researches show that science can change patients’ lives. They require time, patience and money to fund research. For the general public, this may seem technical, but the goal","is simple: treat, prevent and improve people’s well‑being.",573
828,French,"Aujourd'hui, le 14 mars 2007, je lis les dernières nouvelles sur l'industrie du sport. Le sport professionnel est en pleine activité. Dans le football européen, les droits de diffusion coûtent plus cher et les chaînes paient pour montrer les matchs en direct. Les",clubs signent de nouveaux contrats de sponsoring avec de grandes marques.,739
829,English,"Today, March 14, 2007, I read the latest news about the sports industry. Professional sport is in full swing. In European football, broadcasting rights cost more and networks pay to show matches",live. Clubs sign new sponsorship contracts with big brands.,581
830,French,Le sport féminin attire aussi plus d'attention: des ligues organisent des compétitions et les médias montrent davantage de matchs. Le tennis et le golf prévoient des tournois internationaux qui attirent des spectateurs du monde entier. Les athlètes deviennent des stars,"internationales grâce au sponsoring, à Internet et à la publicité.",612
831,English,Women's sport also attracts more attention: leagues organize competitions and the media show more matches. Tennis and golf plan international tournaments that attract spectators from around the world. Athletes become international,"stars thanks to sponsorship, the Internet, and advertising.",555
832,French,"Cependant, tout n'est pas facile: il faut assurer la sécurité des événements, gérer les coûts et respecter les règles de fair-play. Pour les fans, il y a plus d'options pour regarder les matchs: chaînes gratuites et chaînes payantes, et des infos en ligne. En résumé, l'industrie du sport change rapidement en 2007, et ce mois de","mars apporte des nouvelles et des occasions pour les clubs, les sponsors et les spectateurs.",874
833,English,"However, not everything is easy: safety at events must be ensured, costs managed, and fair-play rules respected. For fans, there are more options to watch matches: free channels and paid channels, and information online. In short, the sports industry is changing rapidly in 2007,","and this March brings news and occasions for clubs, sponsors, and spectators.",757
834,French,"Nous sommes le 24 août 2022. Dans le monde, les élections et les changements de dirigeants font souvent la une. On voit des scrutins locaux et nationaux dans plusieurs pays. En France,",l'année 2022 a été marquée par des élections importantes.,562
835,English,"Today is August 24, 2022. Around the world, elections and changes of leaders often make the news. We see local and national votes in several countries. In France,",the year 2022 was marked by important elections.,489
836,French,Les électeurs vont aux urnes et votent pour leurs idées. Certaines régions ont un nouveau maire. D'autres,villes gardent leurs anciens responsables.,405
837,English,Voters go to the polls and vote for their ideas. Some regions have a new mayor. Other,towns keep their old leaders.,285
838,French,"Après les élections, il peut y avoir des coalitions. Les partis doivent parfois coopérer pour gouverner. Cela peut être","difficile, mais c'est la démocratie.",333
839,English,"After elections, there can be coalitions. Parties must sometimes cooperate to govern. That can be difficult,",but this is democracy.,220
840,French,Les citoyens veulent de la clarté et de la stabilité. Ils veulent aussi un dialogue simple entre les dirigeants et les citoyens. Les médias suivent,les résultats et les réactions des partis.,375
841,English,Citizens want clarity and stability. They also want a simple dialogue between leaders and citizens. The media follow the results,and the reactions of the parties.,310
842,French,"Les journalistes expliquent ce qui se passe et pourquoi. Les changements de leader peuvent être rapides ou lents. En 2022, on voit que",le vote reste important pour l'avenir.,357
843,English,"Journalists explain what happens and why. Leadership changes can be fast or slow. In 2022, we see that voting",remains important for the future.,324
844,French,"Plus de jeunes participent, mais beaucoup de personnes hésitent encore. Le droit de vote est un droit et une responsabilité. Pour aujourd'hui, on regarde les chiffres,",les alliances et les promesses des candidats.,429
845,English,"More young people participate, but many people still hesitate. The right to vote is a right and a responsibility. For today, we look at","numbers, alliances and promises of the candidates.",497
846,French,On attend les décisions et les effets sur la vie quotidienne. Le monde continue d'évoluer et les élections restent un moment clé de la démocratie. Dans les écoles et,"les villes, les discussions sur les programmes continuent.",556
847,English,We await decisions and effects on daily life. The world continues to evolve and elections remain a key moment in democracy. In schools,"and towns, discussions about programs continue.",480
